A2;Satz-ID;B2;B16
121;B;0000056456;10
121;B;0000056472;10
121;B;0000056499;10
121;B;0000056502;10
121;B;0000056529;10
121;B;0000056537;10
121;B;0000056545;10
121;B;0000056642;10
121;B;0000056677;10
121;B;0000056731;10
121;B;0000056766;10
121;B;0000056898;10
121;B;0000056901;10
121;B;0000056910;10
121;B;0000056928;10
121;B;0000056944;10
121;B;0000056960;10
121;B;0000056979;10
121;B;0000057053;10
121;B;0000057061;10
121;B;0000057096;10
121;B;0000057100;10
121;B;0000057142;10
121;B;0000057193;10
121;B;0000057207;10
121;B;0000057240;10
121;B;0000057274;10
121;B;0000057290;10
121;B;0000057304;10
121;B;0000057312;10
121;B;0000057320;10
121;B;0000057347;10
121;B;0000057355;90
121;B;0000057363;10
121;B;0000057371;10
121;B;0000057380;10
121;B;0000057428;10
121;B;0000057436;10
121;B;0000057487;90
121;B;0000057495;10
121;B;0000057517;10
121;B;0000057541;10
121;B;0000057550;10
121;B;0000057568;10
121;B;0000057592;10
121;B;0000057614;10
121;B;0000057622;10
121;B;0000057649;10
121;B;0000057681;10
121;B;0000057703;10
121;B;0000057754;10
121;B;0000057770;10
121;B;0000057789;10
121;B;0000057797;10
121;B;0000057827;10
121;B;0000057940;10
121;B;0000057967;10
121;B;0000057991;10
121;B;0000058025;10
121;B;0000058033;10
121;B;0000058106;10
121;B;0000058122;10
121;B;0000058130;90
121;B;0000058190;10
121;B;0000058211;10
121;B;0000058254;10
121;B;0000058297;10
121;B;0000058300;10
121;B;0000058343;10
121;B;0000058530;10
121;B;0000058548;10
121;B;0000058572;10
121;B;0000058602;10
121;B;0000058629;10
121;B;0000058637;10
121;B;0000058653;10
121;B;0000058670;10
121;B;0000058726;10
121;B;0000058750;10
121;B;0000058769;10
121;B;0000058785;10
121;B;0000058793;10
121;B;0000058807;10
121;B;0000058815;10
121;B;0000058831;10
121;B;0000058858;10
121;B;0000058882;10
121;B;0000058904;10
121;B;0000058912;10
121;B;0000058920;10
121;B;0000058939;10
121;B;0000058947;10
121;B;0000058955;10
121;B;0000058963;10
121;B;0000058971;10
121;B;0000058980;10
121;B;0000059005;10
121;B;0000059013;10
121;B;0000059021;10
121;B;0000059064;10
121;B;0000059102;10
121;B;0000059137;10
121;B;0000059196;10
121;B;0000059200;10
121;B;0000059234;10
121;B;0000059250;10
121;B;0000059277;10
121;B;0000059293;10
121;B;0000059315;10
121;B;0000059323;10
121;B;0000059331;10
121;B;0000059340;10
121;B;0000059358;10
121;B;0000059366;10
121;B;0000059382;10
121;B;0000059390;10
121;B;0000059439;10
121;B;0000059463;10
121;B;0000059471;10
121;B;0000059498;10
121;B;0000059536;10
121;B;0000059560;10
121;B;0000059617;10
121;B;0000059714;10
121;B;0000059722;10
121;B;0000059803;10
121;B;0000059919;10
121;B;0000059927;10
121;B;0000059943;10
121;B;0000059960;10
121;B;0000059986;10
121;B;0000059994;10
121;B;0000060003;10
121;B;0000060011;10
121;B;0000060020;90
121;B;0000060046;10
121;B;0000060054;10
121;B;0000060100;10
121;B;0000060119;10
121;B;0000060143;10
121;B;0000060160;10
121;B;0000060208;10
121;B;0000060240;10
121;B;0000060275;10
121;B;0000060291;10
121;B;0000060305;10
121;B;0000060313;10
121;B;0000060321;10
121;B;0000060330;10
121;B;0000060348;10
121;B;0000060372;90
121;B;0000060380;10
121;B;0000060402;10
121;B;0000060488;10
121;B;0000060496;10
121;B;0000060526;10
121;B;0000060534;10
121;B;0000060542;10
121;B;0000060550;10
121;B;0000060569;10
121;B;0000060631;10
121;B;0000060747;10
121;B;0000060755;10
121;B;0000060763;10
121;B;0000060771;10
121;B;0000060798;10
121;B;0000060828;10
121;B;0000060836;10
121;B;0000060852;10
121;B;0000060860;10
121;B;0000060879;10
121;B;0000060887;10
121;B;0000060909;10
121;B;0000060941;10
121;B;0000060976;10
121;B;0000060992;10
121;B;0000061000;10
121;B;0000061018;10
121;B;0000061026;10
121;B;0000061034;10
121;B;0000061077;10
121;B;0000061093;10
121;B;0000061115;10
121;B;0000061140;10
121;B;0000061204;10
121;B;0000061247;10
121;B;0000061263;10
121;B;0000061280;10
121;B;0000061301;10
121;B;0000061379;10
121;B;0000061425;10
121;B;0000061433;10
121;B;0000061450;90
121;B;0000061468;10
121;B;0000061484;10
121;B;0000061530;10
121;B;0000061557;10
121;B;0000061603;10
121;B;0000061611;10
121;B;0000061638;10
121;B;0000061697;10
121;B;0000061735;90
121;B;0000061743;10
121;B;0000061816;10
121;B;0000061875;10
121;B;0000061883;10
121;B;0000061891;10
121;B;0000061921;10
121;B;0000061930;10
121;B;0000061948;10
121;B;0000061956;10
121;B;0000061980;10
121;B;0000061999;10
121;B;0000062022;10
121;B;0000062030;10
121;B;0000062081;10
121;B;0000062111;10
121;B;0000062120;10
121;B;0000062154;10
121;B;0000062227;10
121;B;0000062251;10
121;B;0000062286;10
121;B;0000062294;10
121;B;0000062332;10
121;B;0000062383;10
121;B;0000062413;10
121;B;0000062499;10
121;B;0000062529;10
121;B;0000062669;10
121;B;0000062731;10
121;B;0000062740;10
121;B;0000062944;10
121;B;0000062987;10
121;B;0000062995;10
121;B;0000063002;10
121;B;0000063010;10
121;B;0000063061;10
121;B;0000063096;10
121;B;0000063100;10
121;B;0000063118;10
121;B;0000063142;10
121;B;0000063150;10
121;B;0000063169;10
121;B;0000063177;10
121;B;0000063185;10
121;B;0000063215;10
121;B;0000063223;10
121;B;0000063266;10
121;B;0000063428;10
121;B;0000063452;10
121;B;0000063479;10
121;B;0000063487;10
121;B;0000063525;10
121;B;0000063541;10
121;B;0000063568;10
121;B;0000063576;10
121;B;0000063657;10
121;B;0000063673;10
121;B;0000063690;10
121;B;0000063738;10
121;B;0000063746;10
121;B;0000063797;10
121;B;0000063851;10
121;B;0000063991;10
121;B;0000064041;10
121;B;0000064084;10
121;B;0000064106;10
121;B;0000064122;10
121;B;0000064149;10
121;B;0000064246;10
121;B;0000064254;10
121;B;0000064262;10
121;B;0000064335;10
121;B;0000064408;10
121;B;0000064416;10
121;B;0000064459;10
121;B;0000064467;10
121;B;0000064513;10
121;B;0000064530;10
121;B;0000064602;10
121;B;0000064637;10
121;B;0000064653;10
121;B;0000064661;10
121;B;0000064670;10
121;B;0000064696;10
121;B;0000064700;10
121;B;0000064734;10
121;B;0000064742;10
121;B;0000064785;10
121;B;0000064807;10
121;B;0000064815;10
121;B;0000064823;10
121;B;0000064840;10
121;B;0000064858;10
121;B;0000064866;10
121;B;0000064882;10
121;B;0000064920;10
121;B;0000064963;10
121;B;0000065021;10
121;B;0000065030;10
121;B;0000065048;10
121;B;0000065064;10
121;B;0000065072;10
121;B;0000065153;10
121;B;0000065226;10
121;B;0000065250;10
121;B;0000065340;10
121;B;0000065382;10
121;B;0000065390;10
121;B;0000065439;10
121;B;0000065510;10
121;B;0000065528;10
121;B;0000065609;10
121;B;0000065676;10
121;B;0000065692;10
121;B;0000065706;10
121;B;0000065889;10
121;B;0000065897;10
121;B;0000065919;10
121;B;0000065927;10
121;B;0000065951;10
121;B;0000065986;10
121;B;0000066036;10
121;B;0000066060;10
121;B;0000066079;10
121;B;0000066176;10
121;B;0000066214;10
121;B;0000066249;10
121;B;0000066273;10
121;B;0000066303;10
121;B;0000066338;10
121;B;0000066354;10
121;B;0000066362;10
121;B;0000066370;10
121;B;0000066419;10
121;B;0000066435;10
121;B;0000066508;10
121;B;0000066680;10
121;B;0000066729;10
121;B;0000066753;10
121;B;0000066761;10
